"X","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","Min","Q1","Median","Mean","Q3","Max","StDev","Year.count"
"03-Jan",NA,NA,0.3317708,0.1733333,0.1277083,0.3421053,0.02914894,0.5821875,-0.0772340425531915,0.02914894,0.13911455,0.25255205,0.26437569,0.339521675,0.5821875,0.196919605870023,6
"04-Jan",NA,NA,0.2151042,0.1792708,0.1225,0.5466667,0.03452632,0.5833333,-0.0293684210526316,0.03452632,0.1366927,0.1971875,0.280233553333333,0.463776075,0.5833333,0.229147684543329,6
"05-Jan",NA,NA,0.2545833,0.1828125,0.1194792,0.8385106,0.05691489,0.5897826,0.0211578947368421,0.05691489,0.135312525,0.2186979,0.340347181666667,0.505982775,0.8385106,0.307139697172461,6
"06-Jan",NA,NA,0.244375,0.1914583,0.1176042,0.96,0.05052632,0.6027083,-0.0538297872340426,0.05052632,0.136067725,0.21791665,0.36111202,0.513124975,0.96,0.350772013448131,6
"07-Jan",NA,NA,0.2153125,0.1760417,0.115625,0.7433684,-0.0134375,0.6353191,-0.0946808510638298,-0.0134375,0.130729175,0.1956771,0.3120382,0.53031745,0.7433684,0.304276113822403,6
"08-Jan",NA,NA,0.1977083,0.1722917,0.148,0.6554255,-0.01329787,0.611875,-0.0494791666666667,-0.01329787,0.154072925,0.185,0.295333771666667,0.508333325,0.6554255,0.272578508572636,6
"09-Jan",NA,NA,0.1955208,0.1727368,0.0975,0.8277419,-0.03473684,0.6144792,-0.0740425531914894,-0.03473684,0.1163092,0.1841288,0.312206976666667,0.5097396,0.8277419,0.333670929489601,6
"10-Jan",NA,NA,0.1815625,0.176383,0.1032632,1.072421,-0.03553191,0.6036842,-0.055,-0.03553191,0.12154315,0.17897275,0.350296998333333,0.498153775,1.072421,0.413346150706721,6
"11-Jan",NA,NA,0.2152083,0.1922917,0.130625,1.284839,-0.03905263,0.6272917,-0.0363829787234043,-0.03905263,0.146041675,0.20375,0.401867178333333,0.52427085,1.284839,0.485221901297338,6
"12-Jan",NA,NA,0.2283333,0.3950562,0.1593684,1.187527,-0.03168421,0.6433333,-0.00770833333333333,-0.03168421,0.176609625,0.31169475,0.430322331666667,0.581264025,1.187527,0.435348579637257,6
"13-Jan",NA,NA,0.1501163,0.2571875,0.13,1.454063,-0.03810526,0.6662105,0.0472340425531915,-0.03810526,0.135029075,0.2036519,0.436578673333333,0.56395475,1.454063,0.551645236496047,6
"14-Jan",NA,NA,0.0040625,0.235,0.1454167,1.398172,-0.04595745,0.6195789,0.0467368421052632,-0.04595745,0.03940105,0.19020835,0.392712108333333,0.523434175,1.398172,0.546246421036364,6
"15-Jan",NA,NA,0.016875,0.273125,0.1386458,1.363368,-0.06884211,0.6576842,0.272688172043011,-0.06884211,0.0473177,0.2058854,0.396809315,0.5615444,1.363368,0.537665126402283,6
"16-Jan",NA,NA,0.0328125,0.3016667,0.1260417,1.569468,-0.06765957,0.6980851,-0.00610526315789474,-0.06765957,0.0561198,0.2138542,0.443402405,0.5989805,1.569468,0.613752757860023,6
"17-Jan",NA,NA,0.06473684,0.3563542,0.1220833,2.067234,-0.06791667,0.6682292,-0.0756842105263158,-0.06791667,0.079073455,0.23921875,0.535120145,0.59026045,2.067234,0.794048038533352,6
"18-Jan",NA,NA,0.1042708,0.226875,0.1151042,1.912632,-0.06557895,0.6422917,0.0236559139784946,-0.06557895,0.10697915,0.1709896,0.489265791666667,0.538437525,1.912632,0.736791415101996,6
"19-Jan",NA,NA,0.07020833,0.1191579,0.1048958,1.522128,-0.0634375,0.6537234,0.115434782608696,-0.0634375,0.0788801975,0.11202685,0.401112655,0.520082025,1.522128,0.602168584381875,6
"20-Jan",NA,NA,0.06177083,0.140625,0.1328125,2.081146,-0.05635417,0.6573077,0.143052631578947,-0.05635417,0.0795312475,0.13671875,0.502884643333333,0.528137025,2.081146,0.811205310323947,6
"21-Jan",NA,NA,0.04989583,0.1396875,0.115625,2.310233,-0.0515625,0.4522222,0.297159090909091,-0.0515625,0.0663281225,0.12765625,0.502683505,0.374088525,2.310233,0.901506208387521,6
"22-Jan",NA,NA,0.03135417,0.1427083,0.0846875,2.139167,-0.055625,0.4428421,0.197291666666667,-0.055625,0.0446875025,0.1136979,0.464189011666667,0.36780865,2.139167,0.837965489057333,6
"23-Jan",NA,NA,0.05364583,0.1417708,0.08479167,1.149783,-0.05138298,0.4425,0.166170212765957,-0.05138298,0.06143229,0.113281235,0.303518053333333,0.3673177,1.149783,0.446738092765227,6
"24-Jan",NA,NA,0.06135417,0.1416667,0.08125,1.019681,-0.04852632,0.4396875,0.346421052631579,-0.04852632,0.0663281275,0.11145835,0.282518841666667,0.3651823,1.019681,0.396727417337199,6
"25-Jan",NA,NA,0.03042105,0.1613542,0.08041667,1.102151,-0.04336842,0.4375,0.638,-0.04336842,0.042919955,0.120885435,0.29474575,0.36846355,1.102151,0.428999070570218,6
"26-Jan",NA,NA,0.06916667,0.1751042,0.08760417,1.174,-0.04189474,0.4419149,1.56789473684211,-0.04189474,0.073776045,0.131354185,0.3176492,0.375212225,1.174,0.450118620413721,6
"27-Jan",NA,NA,0.0321875,0.1939583,0.1172917,0.8422105,-0.0478125,0.4213542,0.785,-0.0478125,0.05346355,0.155625,0.25986495,0.364505225,0.8422105,0.327529653642889,6
"28-Jan",NA,NA,0.0221875,0.1973958,0.1111458,0.4593548,-0.04197917,0.4057895,1.370375,-0.04197917,0.044427075,0.1542708,0.192315705,0.353691075,0.4593548,0.203633491764408,6
"29-Jan",NA,NA,0.01104167,0.1740426,0.1009375,1.015426,-0.04802083,0.4057292,2.44525641025641,-0.04802083,0.0335156275,0.13749005,0.276526023333333,0.34780755,1.015426,0.394921111068184,6
"30-Jan",NA,NA,0.0271875,0.1613542,0.09135417,2.876778,-0.04354167,0.4104211,3.60628205128205,-0.04354167,0.0432291675,0.126354185,0.587258883333333,0.348154375,2.876778,1.13243763304673,6
"31-Jan",NA,NA,-0.01239583,0.1563542,0.1066667,3.026237,0.1130208,0.4044792,1.66290322580645,-0.01239583,0.108255225,0.1346875,0.632393678333333,0.34244795,3.026237,1.18075696022564,6
"01-Feb",NA,NA,-0.01333333,0.1525,0.09239583,1.547978,-0.02164706,0.409375,6.27183673469388,-0.02164706,0.01309896,0.122447915,0.361211406666667,0.34515625,1.547978,0.602232730689598,6
"02-Feb",NA,NA,-0.01135417,0.1684375,0.07885417,2.877778,-0.0156383,0.4036458,NA,-0.0156383,0.011197915,0.123645835,0.5836205,0.344843725,2.877778,1.13453263206979,6
"03-Feb",NA,NA,0.01927083,0.1686458,0.07395833,1.061111,-0.03536842,0.4055208,0.0351063829787234,-0.03536842,0.032942705,0.121302065,0.282189723333333,0.34630205,1.061111,0.411861861375922,6
"04-Feb",NA,NA,0.02208333,0.1594792,0.1101042,0.8625373,-0.0393617,0.4091579,0.0158333333333333,-0.0393617,0.0440885475,0.1347917,0.254000038333333,0.346738225,0.8625373,0.335820854374695,6
"05-Feb",NA,NA,0.02875,0.1731579,0.1298958,2.467414,-0.04666667,0.4085263,0.00694736842105263,-0.04666667,0.05403645,0.15152685,0.526846221666667,0.3496842,2.467414,0.963274089266391,6
"06-Feb",NA,NA,-0.023125,0.1623958,0.07677083,0.1733684,-0.04368421,0.41,0.00702127659574468,-0.04368421,0.0018489575,0.119583315,0.125954303333333,0.17062525,0.41,0.165939094232975,6
"07-Feb",NA,NA,-0.016875,0.1655208,0.08958333,0.1301042,-0.04159574,0.410625,0.00357894736842105,-0.04159574,0.0097395825,0.109843765,0.122893765,0.15666665,0.410625,0.162702186884544,6
"08-Feb",NA,NA,-0.0325,0.1613542,0.08,0.1234409,-0.03426966,0.4195833,0.0103191489361702,-0.03426966,-0.004375,0.10172045,0.119601456666667,0.151875875,0.4195833,0.167407639171648,6
"09-Feb",NA,NA,-0.03979167,0.1438542,0.09145833,0.1251042,-0.04752688,0.414375,0.0123157894736842,-0.04752688,-0.00697917,0.108281265,0.114578863333333,0.1391667,0.414375,0.168219287986866,6
"10-Feb",NA,NA,-0.04197917,0.1576042,0.09315789,0.1296875,-0.0458427,0.4069792,0.000833333333333333,-0.0458427,-0.008194905,0.111422695,0.116601153333333,0.150625025,0.4069792,0.166287235421712,6
"11-Feb",NA,NA,-0.04625,0.1505208,0.09375,0.141413,-0.05078652,0.40875,-0.0024468085106383,-0.05078652,-0.01125,0.1175815,0.11623288,0.14824385,0.40875,0.168628355597025,6
"12-Feb",NA,NA,-0.03757895,0.1353125,0.09614583,0.1363158,-0.04923913,0.4167708,0.00115789473684211,-0.04923913,-0.004147755,0.115729165,0.116287808333333,0.136064975,0.4167708,0.168838937185329,6
"13-Feb",NA,NA,-0.0371875,0.1286458,0.08604167,0.1275269,-0.05129032,0.4175,-0.00294736842105263,-0.05129032,-0.0063802075,0.106784285,0.111872758333333,0.128366075,0.4175,0.169376972340954,6
"14-Feb",NA,NA,-0.03273684,0.1226042,0.08354167,0.1361702,-0.04611765,0.4190625,-0.00361702127659574,-0.04611765,-0.0036672125,0.103072935,0.113754013333333,0.1327787,0.4190625,0.168359964241138,6
"15-Feb",NA,NA,-0.002978723,0.1043158,NA,0.138125,-0.03851064,0.4161053,-0.00197916666666667,-0.03851064,-0.002978723,0.1043158,0.1234113474,0.138125,0.4161053,0.179195466803176,5
"16-Feb",NA,NA,-0.0353125,0.125,-0.1055,0.1254737,-0.0437234,0.4205263,-0.00322916666666667,-0.1055,-0.041620675,0.04484375,0.08107735,0.125355275,0.4205263,0.191341974824687,6
"17-Feb",NA,NA,-0.04905263,0.120625,-0.1117708,0.1269149,-0.04647059,0.4209375,-0.0015625,-0.1117708,-0.04840712,0.037077205,0.0768638966666667,0.125342425,0.4209375,0.194656722301626,6
"18-Feb",NA,NA,-0.05270833,0.12625,-0.1170833,0.1233696,-0.03978022,0.4223158,0.00322916666666667,-0.1170833,-0.0494763025,0.04179469,0.0770605916666667,0.1255299,0.4223158,0.195933090619848,6
"19-Feb",NA,NA,-0.06083333,0.2665625,-0.1157292,0.1252083,-0.03861702,0.4263542,-0.00115789473684211,-0.1157292,-0.0552792525,0.04329564,0.100490908333333,0.23122395,0.4263542,0.21284044198039,6
"20-Feb",NA,NA,0.3217895,0.23875,-0.1163542,0.09376344,-0.05744681,0.4216667,-0.00263157894736842,-0.1163542,-0.0196442475,0.16625672,0.150361438333333,0.301029625,0.4216667,0.21369674606347,6
